,L1,L2,L3,L4,Counterion,Abbreviation_in_the_article,IC50Dark(M*10^-6),IC50Dark_standard_error(M*10^-6),IC50Light(M*10^-6),IC50Light_standard_error(M*10^-6),Excitation_Wavelength(nm),Irradiation_Time(minutes),Irradiation_Power(W*m^-2),Cell_line,Time(h),DOI,Year,Comments
459,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(CCCc1ccc(N(CCCl)CCCl)cc1)Nc1ccnc(-c2ccccn2)c1,,[Cl-],Ir1,12.57,1.9,,,,,,BEAS-2B,48.0,10.1002/ange.202013987,2021,
460,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(CCCc1ccccc1)Nc1ccnc(-c2ccccn2)c1,,[Cl-],Ir2,2.75,0.58,,,,,,BEAS-2B,48.0,10.1002/ange.202013987,2021,
461,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,Cn1ccn(Cn2ccn(C)c2=S)c1=S,,[Cl-],pbtIrSS,1.3,0.02,,,,,,MDA-MB-231,48.0,10.1002/ange.202015009,2021,
462,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,Cn1ccn(Cn2ccn(C)c2=S)c1=S,,[Cl-],pbtIrSS,0.89,0.09,,,,,,MDA-MB-468,48.0,10.1002/ange.202015009,2021,
463,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cn1ccn(Cn2ccn(C)c2=S)c1=S,,[Cl-],ppyIrSS,1.77,0.13,,,,,,MDA-MB-231,48.0,10.1002/ange.202015009,2021,
464,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cn1ccn(Cn2ccn(C)c2=S)c1=S,,[Cl-],ppyIrSS,1.7,0.15,,,,,,MDA-MB-468,48.0,10.1002/ange.202015009,2021,
465,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,1,>100,,,,,,,U2OS,72.0,10.1002/chem.201803521,2018,
466,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,2,>100,,,,,,,U2OS,72.0,10.1002/chem.201803521,2018,
467,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,c1cnc2c(c1)ccc1cccnc12,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,3,18.5,3.0,,,,,,U2OS,72.0,10.1002/chem.201803521,2018,
468,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,4,37.5,0.4,,,,,,U2OS,72.0,10.1002/chem.201803521,2018,
469,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,1,>100,,,,,,,HepG2,72.0,10.1002/chem.201803521,2018,
470,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,2,>100,,,,,,,HepG2,72.0,10.1002/chem.201803521,2018,
471,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,c1cnc2c(c1)ccc1cccnc12,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,3,65.4,4.8,,,,,,HepG2,72.0,10.1002/chem.201803521,2018,
472,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,4,34.4,0.3,,,,,,HepG2,72.0,10.1002/chem.201803521,2018,
473,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,1,>100,,,,,,,HMLER,72.0,10.1002/chem.201803521,2018,
474,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,2,52.5,3.7,,,,,,HMLER,72.0,10.1002/chem.201803521,2018,
475,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,c1cnc2c(c1)ccc1cccnc12,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,3,5.4,0.3,,,,,,HMLER,72.0,10.1002/chem.201803521,2018,
476,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,4,9.1,0.3,,,,,,HMLER,72.0,10.1002/chem.201803521,2018,
477,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,1,>100,,,,,,,HMLERshEcad,72.0,10.1002/chem.201803521,2018,
478,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,2,64.4,0.1,,,,,,HMLERshEcad,72.0,10.1002/chem.201803521,2018,
479,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,c1cnc2c(c1)ccc1cccnc12,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,3,5.2,0.1,,,,,,HMLERshEcad,72.0,10.1002/chem.201803521,2018,
480,C[n+]1ccc[c-]c1-c1ccccn1,C[n+]1ccc[c-]c1-c1ccccn1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,4,14.3,1.8,,,,,,HMLERshEcad,72.0,10.1002/chem.201803521,2018,
481,[c-]1c(-c2nccc3ccccc23)sc2ccccc12,[c-]1c(-c2nccc3ccccc23)sc2ccccc12,CCCCOc1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc1,,F[P-](F)(F)(F)(F)F,IrL1,20.48,1.1,0.51,0.16,450,5.0,1000.0,MCF-7,24.0,10.1002/ange.202014959,2021,
482,[c-]1c(-c2nccc3ccccc23)sc2ccccc12,[c-]1c(-c2nccc3ccccc23)sc2ccccc12,c1ccc(-n2c(-c3ccc(OCCCC[P+](c4ccccc4)(c4ccccc4)c4ccccc4)cc3)nc3c4cccnc4c4ncccc4c32)cc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,MitoIrL2,15.26,1.14,0.2,0.05,450,5.0,1000.0,MCF-7,24.0,10.1002/ange.202014959,2021,
483,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,C[N+](C)(C)Cc1ccc(-c2ccc(C[N+](C)(C)C)cn2)nc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ir3,>200,,2.2,,465,30.0,117.0,CNE-2Z,48.0,10.1002/ange.202015671,2021,
484,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,C[N+](C)(C)Cc1ccc(-c2ccc(C[N+](C)(C)C)cn2)nc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ir3,>200,,5.4,,465,30.0,117.0,A549,48.0,10.1002/ange.202015671,2021,
485,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,C[N+](C)(C)Cc1ccc(-c2ccc(C[N+](C)(C)C)cn2)nc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ir3,>200,,1.6,,465,30.0,117.0,A549cisR,48.0,10.1002/ange.202015671,2021,
486,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,C[N+](C)(C)Cc1ccc(-c2ccc(C[N+](C)(C)C)cn2)nc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ir3,>200,,4.9,,465,30.0,117.0,HepG2,48.0,10.1002/ange.202015671,2021,
487,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,C[N+](C)(C)Cc1ccc(-c2ccc(C[N+](C)(C)C)cn2)nc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ir3,63.8,,0.37,,465,30.0,117.0,HepG2-SR,48.0,10.1002/ange.202015671,2021,
488,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,C[N+](C)(C)Cc1ccc(-c2ccc(C[N+](C)(C)C)cn2)nc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ir3,>200,,2.6,,465,30.0,117.0,CT-26,48.0,10.1002/ange.202015671,2021,
489,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,C[N+](C)(C)Cc1ccc(-c2ccc(C[N+](C)(C)C)cn2)nc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ir3,>200,,8.1,,525,30.0,117.0,HepG2,48.0,10.1002/ange.202015671,2021,
490,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,Ir1,1.1,,,,,,,LO2,48.0,10.1002/ange.202015671,2021,The standart error value is not specified in the source article
491,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,Ir1,14.7,,,,,,,NP69,48.0,10.1002/ange.202015671,2021,The standart error value is not specified in the source article
492,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,Ir1,8.4,,,,,,,HEK293T,48.0,10.1002/ange.202015671,2021,The standart error value is not specified in the source article
493,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,Ir2,0.73,,,,,,,LO2,48.0,10.1002/ange.202015671,2021,The standart error value is not specified in the source article
494,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,Ir2,6.3,,,,,,,NP69,48.0,10.1002/ange.202015671,2021,The standart error value is not specified in the source article
495,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,Ir2,8.4,,,,,,,HEK293T,48.0,10.1002/ange.202015671,2021,The standart error value is not specified in the source article
496,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,C[N+](C)(C)Cc1ccc(-c2ccc(C[N+](C)(C)C)cn2)nc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ir3,>200,,,,,,,LO2,48.0,10.1002/ange.202015671,2021,
497,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,C[N+](C)(C)Cc1ccc(-c2ccc(C[N+](C)(C)C)cn2)nc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ir3,117.8,,,,,,,NP69,48.0,10.1002/ange.202015671,2021,The standart error value is not specified in the source article
498,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,C[N+](C)(C)Cc1ccc(-c2ccc(C[N+](C)(C)C)cn2)nc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ir3,66.5,,,,,,,HEK293T,48.0,10.1002/ange.202015671,2021,The standart error value is not specified in the source article
499,Cc1c(C)c(C)[c-](C)c1C,c1ccc(-c2nccs2)nc1,[Cl-],,[Cl-],5,>300,,,,,,,A2780,72.0,10.1016/j.jorganchem.2010.01.020,2010,
500,Cc1c(C)c(C)[c-](C)c1C,c1ccc(-c2nccs2)nc1,[Cl-],,[Cl-],5,>300,,,,,,,A2780cisR,72.0,10.1016/j.jorganchem.2010.01.020,2010,
501,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCCNC(=S)Nc1nc2ccccc2[nH]1,,[Cl-],Ir-1S,13.6,,,,,,,EFO-21,120.0,10.1002/cmdc.201900591,2019,The standart error value is not specified in the source article
502,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCCNC(=S)Nc1nc2ccccc2[nH]1,,[Cl-],Ir-1S,15.5,,,,,,,EFO-21CDDP2000,120.0,10.1002/cmdc.201900591,2019,The standart error value is not specified in the source article
503,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCCNC(=S)Nc1nc2ccccc2[nH]1,,[Cl-],Ir-1S,12.97,,,,,,,EFO-27,120.0,10.1002/cmdc.201900591,2019,The standart error value is not specified in the source article
504,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCCNC(=S)Nc1nc2ccccc2[nH]1,,[Cl-],Ir-1S,15.85,,,,,,,EFO-27CDDP2000,120.0,10.1002/cmdc.201900591,2019,The standart error value is not specified in the source article
505,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCCNC(=N)Nc1nc2ccccc2[nH]1,,[Cl-],Ir-1N,1.0,,,,,,,EFO-21,120.0,10.1002/cmdc.201900591,2019,The standart error value is not specified in the source article
506,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCCNC(=N)Nc1nc2ccccc2[nH]1,,[Cl-],Ir-1N,1.55,,,,,,,EFO-21CDDP2000,120.0,10.1002/cmdc.201900591,2019,The standart error value is not specified in the source article
507,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCCNC(=N)Nc1nc2ccccc2[nH]1,,[Cl-],Ir-1N,1.45,,,,,,,EFO-27,120.0,10.1002/cmdc.201900591,2019,The standart error value is not specified in the source article
508,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCCNC(=N)Nc1nc2ccccc2[nH]1,,[Cl-],Ir-1N,1.58,,,,,,,EFO-27CDDP2000,120.0,10.1002/cmdc.201900591,2019,The standart error value is not specified in the source article
509,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2nc3ccccc3n2Cc2ccc3ccccc3n2)nc1,,[Cl-],1,4.59,0.23,0.3,0.09,470,10.0,253.3,A549,24.0,10.1002/cmdc.202200244,2022,
510,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2nc(Cn3c(-c4nccs4)nc4ccccc43)ccc2c1,,[Cl-],2,3.5,0.17,0.26,0.14,470,10.0,253.3,A549,24.0,10.1002/cmdc.202200244,2022,
511,Cc1c(C)c(C)[c-](C)c1C,O=C(NC(=S)Nc1ccccc1)c1ccccc1,[Cl-],[Cl-],,3,35.172,1.175,,,,,,HCT-116,96.0,10.1016/j.jorganchem.2018.11.020,2019,
512,Cc1c(C)c(C)[c-](C)c1C,O=C(NC(=S)Nc1ccccc1)c1ccccc1,[Cl-],[Cl-],,3,37.941,0.964,,,,,,ARPE-19,96.0,10.1016/j.jorganchem.2018.11.020,2019,
513,Cc1c(C)c(C)[c-](C)c1C,O=C(NC(=S)Nc1ccc(Cl)cc1)c1ccccc1,[Cl-],[Cl-],,6,>100,,,,,,,HCT-116,96.0,10.1016/j.jorganchem.2018.11.020,2019,
514,Cc1c(C)c(C)[c-](C)c1C,O=C(NC(=S)Nc1ccc(Cl)cc1)c1ccccc1,[Cl-],[Cl-],,6,78.252,1.501,,,,,,ARPE-19,96.0,10.1016/j.jorganchem.2018.11.020,2019,
515,Cc1c(C)c(C)[c-](C)c1C,O=C(NC(=S)Nc1ccc([N+](=O)[O-])cc1)c1ccccc1,[Cl-],[Cl-],,9,78.211,8.658,,,,,,HCT-116,96.0,10.1016/j.jorganchem.2018.11.020,2019,
516,Cc1c(C)c(C)[c-](C)c1C,O=C(NC(=S)Nc1ccc([N+](=O)[O-])cc1)c1ccccc1,[Cl-],[Cl-],,9,69.301,1.606,,,,,,ARPE-19,96.0,10.1016/j.jorganchem.2018.11.020,2019,
517,Cc1c(C)c(C)[c-](C)c1C,c1cnc2c(c1)ccc1cccnc12,[Cl-],,[Cl-],4,>100,,,,,,,A2780,24.0,10.1021/jm2000932,2011,
518,Cc1c(C)c(C)[c-](-c2ccccc2)c1C,c1cnc2c(c1)ccc1cccnc12,[Cl-],,F[P-](F)(F)(F)(F)F,5,6.7,0.62,,,,,,A2780,24.0,10.1021/jm2000932,2011,
519,Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,c1cnc2c(c1)ccc1cccnc12,[Cl-],,F[P-](F)(F)(F)(F)F,6,0.72,0.01,,,,,,A2780,24.0,10.1021/jm2000932,2011,
520,Cc1c(C)c(C)[c-](C)c1C,c1ccc(-c2ccccn2)nc1,[Cl-],,[Cl-],7,>100,,,,,,,A2780,24.0,10.1021/jm2000932,2011,
521,Cc1c(C)c(C)[c-](-c2ccccc2)c1C,c1ccc(-c2ccccn2)nc1,[Cl-],,F[P-](F)(F)(F)(F)F,8,15.86,1.49,,,,,,A2780,24.0,10.1021/jm2000932,2011,
522,Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,c1ccc(-c2ccccn2)nc1,[Cl-],,F[P-](F)(F)(F)(F)F,9,0.57,0.09,,,,,,A2780,24.0,10.1021/jm2000932,2011,
523,Cc1c(C)c(C)[c-](C)c1C,NCCN,[Cl-],,F[P-](F)(F)(F)(F)F,10,>100,,,,,,,A2780,24.0,10.1021/jm2000932,2011,
524,Cc1c(C)c(C)[c-](-c2ccccc2)c1C,NCCN,[Cl-],,c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,11,16.97,0.05,,,,,,A2780,24.0,10.1021/jm2000932,2011,
525,Cc1c(C)c(C)[c-](C)c1C,O=C([O-])c1ccccn1,[Cl-],,,12,>100,,,,,,,A2780,24.0,10.1021/jm2000932,2011,
526,Cc1c(C)c(C)[c-](-c2ccccc2)c1C,O=C([O-])c1ccccn1,[Cl-],,,13,>100,,,,,,,A2780,24.0,10.1021/jm2000932,2011,
527,Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,O=C([O-])c1ccccn1,[Cl-],,,14,16.3,0.32,,,,,,A2780,24.0,10.1021/jm2000932,2011,
528,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,Cc1cc(Cl)c2ccc3c(Cl)cc(C)nc3c2n1,,F[P-](F)(F)(F)(F)F,2,0.2,0.1,,,,,,HT-29,48.0,10.1016/j.jorganchem.2014.04.031,2014,
529,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,Cc1cc(Cl)c2ccc3c(Cl)cc(C)nc3c2n1,,F[P-](F)(F)(F)(F)F,2,0.3,0.1,,,,,,MCF-7,48.0,10.1016/j.jorganchem.2014.04.031,2014,
530,Cc1c(C)c(C)[c-](C)c1C,c1ccc(Nc2ccccn2)nc1,[Cl-],,F[P-](F)(F)(F)(F)F,1,70.6,2.6,,,,,,A2780,24.0,10.1016/j.jorganchem.2018.07.035,2018,
531,Cc1c(C)c(C)[c-](C)c1C,c1ccc(Nc2ccccn2)nc1,[Br-],,F[P-](F)(F)(F)(F)F,2,87.1,5.3,,,,,,A2780,24.0,10.1016/j.jorganchem.2018.07.035,2018,
532,Cc1c(C)c(C)[c-](C)c1C,c1ccc(Nc2ccccn2)nc1,[I-],,F[P-](F)(F)(F)(F)F,3,83.0,4.1,,,,,,A2780,24.0,10.1016/j.jorganchem.2018.07.035,2018,
533,Cc1c(C)c(C)[c-](C)c1C,c1ccc(Nc2ccccn2)nc1,CCCC(CCC)C(=O)[O-],,F[P-](F)(F)(F)(F)F,4,>100,,,,,,,A2780,24.0,10.1016/j.jorganchem.2018.07.035,2018,
534,Cc1c(C)c(C)[c-](C)c1C,c1ccc(Nc2ccccn2)nc1,O=C([O-])CCCc1ccccc1,,F[P-](F)(F)(F)(F)F,5,76.9,11.4,,,,,,A2780,24.0,10.1016/j.jorganchem.2018.07.035,2018,
535,Cc1c(C)c(C)[c-](-c2ccccc2)c1C,c1ccc(Nc2ccccn2)nc1,[Cl-],,F[P-](F)(F)(F)(F)F,6,23.5,1.1,,,,,,A2780,24.0,10.1016/j.jorganchem.2018.07.035,2018,
536,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,NCCc1c[nH]cn1,,[Cl-],Ir(ppy)2-histamine,>200,,,,,,,HeLa,24.0,10.1021/jm4001665,2013,
537,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2ccccn2)nc1,,[Cl-],1,26.6,1.4,,,,,,HeLa,24.0,10.1021/jm4001665,2013,
538,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1cnc2c(c1)ccc1cccnc12,,[Cl-],2,21.5,1.3,,,,,,HeLa,24.0,10.1021/jm4001665,2013,
539,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,,[Cl-],3,3.3,0.2,,,,,,HeLa,24.0,10.1021/jm4001665,2013,
540,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,NCCc1c[nH]cn1,,[Cl-],Ir(ppy)2-histamine,>200,,,,,,,A549,24.0,10.1021/jm4001665,2013,
541,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2ccccn2)nc1,,[Cl-],1,22.2,0.8,,,,,,A549,24.0,10.1021/jm4001665,2013,
542,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1cnc2c(c1)ccc1cccnc12,,[Cl-],2,15.6,0.5,,,,,,A549,24.0,10.1021/jm4001665,2013,
543,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,,[Cl-],3,2.0,0.1,,,,,,A549,24.0,10.1021/jm4001665,2013,
544,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,NCCc1c[nH]cn1,,[Cl-],Ir(ppy)2-histamine,107.6,19.6,,,,,,MCF-7,24.0,10.1021/jm4001665,2013,
545,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2ccccn2)nc1,,[Cl-],1,22.7,3.2,,,,,,MCF-7,24.0,10.1021/jm4001665,2013,
546,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1cnc2c(c1)ccc1cccnc12,,[Cl-],2,17.4,0.3,,,,,,MCF-7,24.0,10.1021/jm4001665,2013,
547,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,,[Cl-],3,3.2,0.2,,,,,,MCF-7,24.0,10.1021/jm4001665,2013,
548,Cc1c(C)c(C)[c-](C)c1C,Cc1cc(=O)oc2cc(/N=C/c3ccccc3[O-])ccc12,[Cl-],,,Ir1,30.9,1.6,,,,,,A549,24.0,10.1039/D0DT00627K,2020,
549,Cc1c(C)c(C)[c-](-c2ccccc2)c1C,Cc1cc(=O)oc2cc(/N=C/c3ccccc3[O-])ccc12,[Cl-],,,Ir2,12.0,0.1,,,,,,A549,24.0,10.1039/D0DT00627K,2020,
550,Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,Cc1cc(=O)oc2cc(/N=C/c3ccccc3[O-])ccc12,[Cl-],,,Ir3,13.1,0.8,,,,,,A549,24.0,10.1039/D0DT00627K,2020,
551,Cc1c(C)c(C)[c-](C)c1C,O=c1cc(C(F)(F)F)c2ccc(/N=C/c3ccccc3[O-])cc2o1,[Cl-],,,Ir4,39.6,1.0,,,,,,A549,24.0,10.1039/D0DT00627K,2020,
552,Cc1c(C)c(C)[c-](-c2ccccc2)c1C,O=c1cc(C(F)(F)F)c2ccc(/N=C/c3ccccc3[O-])cc2o1,[Cl-],,,Ir5,24.2,4.2,,,,,,A549,24.0,10.1039/D0DT00627K,2020,
553,Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,O=c1cc(C(F)(F)F)c2ccc(/N=C/c3ccccc3[O-])cc2o1,[Cl-],,,Ir6,33.4,0.7,,,,,,A549,24.0,10.1039/D0DT00627K,2020,
